split,class,filename,format,mode,width,height,progressive,n_qtables,qtable_hash,estimated_quality,file_size,megapixels,bytes_per_megapixel
train,NORMAL,NORMAL2-IM-0522-0001.jpeg,JPEG,L,1198,1032,False,1,bc79aa8c5699,95.51785714285714,354178,1.236336,286.4739035343143
train,NORMAL,NORMAL2-IM-0523-0001.jpeg,JPEG,L,1914,1581,False,1,bc79aa8c5699,95.51785714285714,743780,3.026034,245.79366920530302
train,NORMAL,NORMAL2-IM-0525-0001.jpeg,JPEG,L,1929,1802,False,1,bc79aa8c5699,95.51785714285714,1237157,3.476058,355.90804296130847
train,NORMAL,NORMAL2-IM-0526-0001.jpeg,JPEG,L,1422,1128,False,1,bc79aa8c5699,95.51785714285714,461907,1.604016,287.9690726277044
train,NORMAL,NORMAL2-IM-0528-0001.jpeg,JPEG,L,1628,1314,False,1,bc79aa8c5699,95.51785714285714,534394,2.139192,249.8111436467601
train,NORMAL,NORMAL2-IM-0529-0001.jpeg,JPEG,L,1388,1029,False,1,bc79aa8c5699,95.51785714285714,380325,1.428252,266.28704178254253
train,NORMAL,NORMAL2-IM-0530-0001.jpeg,JPEG,L,2186,2086,False,1,bc79aa8c5699,95.51785714285714,1120436,4.559996,245.709864657776
train,NORMAL,NORMAL2-IM-0531-0001.jpeg,JPEG,L,1744,1345,False,1,bc79aa8c5699,95.51785714285714,651276,2.34568,277.6491252003683
train,NORMAL,NORMAL2-IM-0533-0001.jpeg,JPEG,L,1924,1797,False,1,bc79aa8c5699,95.51785714285714,834733,3.457428,241.43178108119676
train,NORMAL,NORMAL2-IM-0535-0001-0002.jpeg,JPEG,L,1192,862,False,1,bc79aa8c5699,95.51785714285714,247274,1.027504,240.65502421401766
train,NORMAL,NORMAL2-IM-0535-0001.jpeg,JPEG,L,1682,1519,False,1,bc79aa8c5699,95.51785714285714,627547,2.554958,245.6193017654302
train,NORMAL,NORMAL2-IM-0536-0001.jpeg,JPEG,L,1400,1120,False,1,bc79aa8c5699,95.51785714285714,396004,1.568,252.55357142857144
train,NORMAL,NORMAL2-IM-0537-0001.jpeg,JPEG,L,2458,1870,False,1,bc79aa8c5699,95.51785714285714,1003250,4.59646,218.26579585159013
train,NORMAL,NORMAL2-IM-0539-0001.jpeg,JPEG,L,1845,1761,False,1,bc79aa8c5699,95.51785714285714,1036832,3.249045,319.11900266078186
train,NORMAL,NORMAL2-IM-0540-0001.jpeg,JPEG,L,1970,1554,False,1,bc79aa8c5699,95.51785714285714,769137,3.06138,251.2386570762205
train,NORMAL,NORMAL2-IM-0541-0001.jpeg,JPEG,L,2014,1746,False,1,bc79aa8c5699,95.51785714285714,829565,3.516444,235.9101979158491
train,NORMAL,NORMAL2-IM-0543-0001.jpeg,JPEG,L,1410,1244,False,1,bc79aa8c5699,95.51785714285714,439641,1.75404,250.64479715399878
train,NORMAL,NORMAL2-IM-0545-0001.jpeg,JPEG,L,2006,1878,False,1,bc79aa8c5699,95.51785714285714,1017450,3.767268,270.0763524124113
train,NORMAL,NORMAL2-IM-0547-0001.jpeg,JPEG,L,2068,1982,False,1,bc79aa8c5699,95.51785714285714,942927,4.098776,230.0508737242533
train,NORMAL,NORMAL2-IM-0550-0001.jpeg,JPEG,L,1404,1333,False,1,bc79aa8c5699,95.51785714285714,522258,1.871532,279.0537377934227
train,NORMAL,NORMAL2-IM-0551-0001.jpeg,JPEG,L,1729,1668,False,1,bc79aa8c5699,95.51785714285714,1028904,2.883972,356.76629315402505
train,NORMAL,NORMAL2-IM-0552-0001.jpeg,JPEG,L,1638,1264,False,1,bc79aa8c5699,95.51785714285714,518011,2.070432,250.194645368696
train,NORMAL,NORMAL2-IM-0553-0001.jpeg,JPEG,L,1708,1248,False,1,bc79aa8c5699,95.51785714285714,542572,2.131584,254.53934726475708
train,NORMAL,NORMAL2-IM-0554-0001.jpeg,JPEG,L,1180,885,False,1,bc79aa8c5699,95.51785714285714,280852,1.0443,268.9380446231925
train,NORMAL,NORMAL2-IM-0555-0001-0001.jpeg,JPEG,L,2056,2206,False,1,bc79aa8c5699,95.51785714285714,1062266,4.535536,234.20958404916203
train,NORMAL,NORMAL2-IM-0555-0001-0002.jpeg,JPEG,L,2414,2132,False,1,bc79aa8c5699,95.51785714285714,1224292,5.146648,237.88143273058503
train,NORMAL,NORMAL2-IM-0555-0001.jpeg,JPEG,L,1302,958,False,1,bc79aa8c5699,95.51785714285714,335002,1.247316,268.57829130709456
train,NORMAL,NORMAL2-IM-0557-0001.jpeg,JPEG,L,1812,1325,False,1,bc79aa8c5699,95.51785714285714,577791,2.4009,240.65600399850058
train,NORMAL,NORMAL2-IM-0558-0001.jpeg,JPEG,L,1110,944,False,1,bc79aa8c5699,95.51785714285714,291386,1.04784,278.0825316842266
train,NORMAL,NORMAL2-IM-0559-0001.jpeg,JPEG,L,1767,1869,False,1,bc79aa8c5699,95.51785714285714,1027167,3.302523,311.0249345727494
train,NORMAL,NORMAL2-IM-0561-0001.jpeg,JPEG,L,1650,1214,False,1,bc79aa8c5699,95.51785714285714,455717,2.0031,227.50586590784286
train,NORMAL,NORMAL2-IM-0563-0001.jpeg,JPEG,L,1546,1425,False,1,bc79aa8c5699,95.51785714285714,563701,2.20305,255.87299425796056
train,NORMAL,NORMAL2-IM-0564-0001.jpeg,JPEG,L,1554,1198,False,1,bc79aa8c5699,95.51785714285714,485241,1.861692,260.6451550525006
train,NORMAL,NORMAL2-IM-0566-0001.jpeg,JPEG,L,1608,1195,False,1,bc79aa8c5699,95.51785714285714,535720,1.92156,278.79431295405817
train,NORMAL,NORMAL2-IM-0567-0001.jpeg,JPEG,L,1962,2169,False,1,bc79aa8c5699,95.51785714285714,955369,4.255578,224.49805878308425
train,NORMAL,NORMAL2-IM-0568-0001.jpeg,JPEG,L,1796,1696,False,1,bc79aa8c5699,95.51785714285714,773227,3.046016,253.84863375635584
train,NORMAL,NORMAL2-IM-0569-0001.jpeg,JPEG,L,1724,1160,False,1,bc79aa8c5699,95.51785714285714,522843,1.99984,261.44241539323144
train,NORMAL,NORMAL2-IM-0571-0001.jpeg,JPEG,L,2124,1630,False,1,bc79aa8c5699,95.51785714285714,828677,3.46212,239.35536607627697
train,NORMAL,NORMAL2-IM-0572-0001.jpeg,JPEG,L,1750,1526,False,1,bc79aa8c5699,95.51785714285714,760373,2.6705,284.7305747987268
train,NORMAL,NORMAL2-IM-0573-0001.jpeg,JPEG,L,1696,1568,False,1,bc79aa8c5699,95.51785714285714,759299,2.659328,285.5228839767039
train,NORMAL,NORMAL2-IM-0575-0001.jpeg,JPEG,L,1688,1469,False,1,bc79aa8c5699,95.51785714285714,700686,2.479672,282.5720498517546
train,NORMAL,NORMAL2-IM-0576-0001.jpeg,JPEG,L,1688,1422,False,1,bc79aa8c5699,95.51785714285714,659432,2.400336,274.7248718512742
train,NORMAL,NORMAL2-IM-0577-0001.jpeg,JPEG,L,1866,1654,False,1,bc79aa8c5699,95.51785714285714,747788,3.086364,242.2876886848084
train,NORMAL,NORMAL2-IM-0578-0001.jpeg,JPEG,L,1894,1688,False,1,bc79aa8c5699,95.51785714285714,770737,3.197072,241.07589694570532
train,NORMAL,NORMAL2-IM-0579-0001.jpeg,JPEG,L,1916,1488,False,1,bc79aa8c5699,95.51785714285714,702146,2.851008,246.27991222753494
train,NORMAL,NORMAL2-IM-0580-0001.jpeg,JPEG,L,1724,1588,False,1,bc79aa8c5699,95.51785714285714,785587,2.737712,286.95019782942836
train,NORMAL,NORMAL2-IM-0582-0001.jpeg,JPEG,L,1484,1190,False,1,bc79aa8c5699,95.51785714285714,481780,1.76596,272.81478629187524
train,NORMAL,NORMAL2-IM-0583-0001.jpeg,JPEG,L,1712,1534,False,1,bc79aa8c5699,95.51785714285714,660641,2.626208,251.55699777016898
train,NORMAL,NORMAL2-IM-0585-0001.jpeg,JPEG,L,1848,1848,False,1,bc79aa8c5699,95.51785714285714,761982,3.415104,223.12116995558554
train,NORMAL,NORMAL2-IM-0587-0001-0001.jpeg,JPEG,L,2428,2540,False,1,bc79aa8c5699,95.51785714285714,2124048,6.16712,344.4148970670264
train,NORMAL,NORMAL2-IM-0587-0001-0002.jpeg,JPEG,L,2428,2540,False,1,bc79aa8c5699,95.51785714285714,2124048,6.16712,344.4148970670264
train,NORMAL,NORMAL2-IM-0587-0001.jpeg,JPEG,L,1504,1206,False,1,bc79aa8c5699,95.51785714285714,461972,1.813824,254.6950531032779
train,NORMAL,NORMAL2-IM-0588-0001.jpeg,JPEG,L,1218,808,False,1,bc79aa8c5699,95.51785714285714,255897,0.984144,260.01987514022335
train,NORMAL,NORMAL2-IM-0589-0001.jpeg,JPEG,L,1622,1272,False,1,bc79aa8c5699,95.51785714285714,502057,2.063184,243.3408750746419
train,NORMAL,NORMAL2-IM-0592-0001.jpeg,JPEG,L,1450,1210,False,1,bc79aa8c5699,95.51785714285714,533685,1.7545,304.18067825591334
train,NORMAL,NORMAL2-IM-0594-0001.jpeg,JPEG,L,1852,1442,False,1,bc79aa8c5699,95.51785714285714,813929,2.670584,304.7756595561121
train,NORMAL,NORMAL2-IM-0595-0001.jpeg,JPEG,L,1318,1082,False,1,bc79aa8c5699,95.51785714285714,430450,1.426076,301.8422580563729
train,NORMAL,NORMAL2-IM-0596-0001.jpeg,JPEG,L,1496,1314,False,1,bc79aa8c5699,95.51785714285714,513897,1.965744,261.4262080922033
train,NORMAL,NORMAL2-IM-0599-0001.jpeg,JPEG,L,1484,1036,False,1,bc79aa8c5699,95.51785714285714,376506,1.537424,244.8940565517385
train,NORMAL,NORMAL2-IM-0600-0001.jpeg,JPEG,L,1474,1527,False,1,bc79aa8c5699,95.51785714285714,877470,2.250798,389.8484004339794
train,NORMAL,NORMAL2-IM-0601-0001.jpeg,JPEG,L,1906,1909,False,1,bc79aa8c5699,95.51785714285714,954982,3.638554,262.46195604077883
train,NORMAL,NORMAL2-IM-0602-0001.jpeg,JPEG,L,2619,2628,False,1,bc79aa8c5699,95.51785714285714,2289236,6.882732,332.6057152886383
train,NORMAL,NORMAL2-IM-0603-0001.jpeg,JPEG,L,2234,1843,False,1,bc79aa8c5699,95.51785714285714,869731,4.117262,211.24013968506253
train,NORMAL,NORMAL2-IM-0604-0001.jpeg,JPEG,L,1700,1437,False,1,bc79aa8c5699,95.51785714285714,646168,2.4429,264.5085758729379
train,NORMAL,NORMAL2-IM-0609-0001.jpeg,JPEG,L,1852,1943,False,1,bc79aa8c5699,95.51785714285714,839524,3.598436,233.3024680722403
train,NORMAL,NORMAL2-IM-0611-0001.jpeg,JPEG,L,1336,864,False,1,bc79aa8c5699,95.51785714285714,380851,1.154304,329.9399464958971
train,NORMAL,NORMAL2-IM-0616-0001.jpeg,JPEG,L,1456,1279,False,1,bc79aa8c5699,95.51785714285714,513831,1.862224,275.92330460782375
train,NORMAL,NORMAL2-IM-0617-0001.jpeg,JPEG,L,1692,1383,False,1,bc79aa8c5699,95.51785714285714,651545,2.340036,278.4337505918712
train,NORMAL,NORMAL2-IM-0618-0001.jpeg,JPEG,L,1534,1121,False,1,bc79aa8c5699,95.51785714285714,413351,1.719614,240.37429330070586
train,NORMAL,NORMAL2-IM-0619-0001.jpeg,JPEG,L,1566,1465,False,1,bc79aa8c5699,95.51785714285714,520427,2.29419,226.8456405092865
train,NORMAL,NORMAL2-IM-0620-0001.jpeg,JPEG,L,1736,1785,False,1,bc79aa8c5699,95.51785714285714,748153,3.09876,241.43625192012288
train,NORMAL,NORMAL2-IM-0621-0001.jpeg,JPEG,L,1979,1978,False,1,bc79aa8c5699,95.51785714285714,1389189,3.914462,354.8863164337782
train,NORMAL,NORMAL2-IM-0622-0001.jpeg,JPEG,L,2114,1812,False,1,bc79aa8c5699,95.51785714285714,888343,3.830568,231.90894927331925
train,NORMAL,NORMAL2-IM-0623-0001.jpeg,JPEG,L,1808,1542,False,1,bc79aa8c5699,95.51785714285714,757361,2.787936,271.6565229617896
train,NORMAL,NORMAL2-IM-0626-0001.jpeg,JPEG,L,1820,1476,False,1,bc79aa8c5699,95.51785714285714,675535,2.68632,251.472274338128
train,NORMAL,NORMAL2-IM-0627-0001.jpeg,JPEG,L,2400,2121,False,1,bc79aa8c5699,95.51785714285714,1264740,5.0904,248.45591702027346
train,NORMAL,NORMAL2-IM-0629-0001.jpeg,JPEG,L,1558,1380,False,1,bc79aa8c5699,95.51785714285714,495303,2.15004,230.3692024334431
train,NORMAL,NORMAL2-IM-0630-0001.jpeg,JPEG,L,1600,1329,False,1,bc79aa8c5699,95.51785714285714,436556,2.1264,205.3028592927013
train,NORMAL,NORMAL2-IM-0633-0001.jpeg,JPEG,L,1670,1279,False,1,bc79aa8c5699,95.51785714285714,540325,2.13593,252.96943251885597
train,NORMAL,NORMAL2-IM-0634-0001.jpeg,JPEG,L,1418,1048,False,1,bc79aa8c5699,95.51785714285714,370415,1.486064,249.25911670022288
train,NORMAL,NORMAL2-IM-0635-0001.jpeg,JPEG,L,1400,1070,False,1,bc79aa8c5699,95.51785714285714,467044,1.498,311.7783711615487
train,NORMAL,NORMAL2-IM-0636-0001.jpeg,JPEG,L,1376,1051,False,1,bc79aa8c5699,95.51785714285714,436284,1.446176,301.6811231827938
train,NORMAL,NORMAL2-IM-0637-0001.jpeg,JPEG,L,1604,1248,False,1,bc79aa8c5699,95.51785714285714,535444,2.001792,267.4823358270989
train,NORMAL,NORMAL2-IM-0640-0001.jpeg,JPEG,L,1510,1136,False,1,bc79aa8c5699,95.51785714285714,418636,1.71536,244.05139445947208
train,NORMAL,NORMAL2-IM-0641-0001.jpeg,JPEG,L,1920,1816,False,1,bc79aa8c5699,95.51785714285714,836420,3.48672,239.887343979442
train,NORMAL,NORMAL2-IM-0642-0001.jpeg,JPEG,L,1546,1368,False,1,bc79aa8c5699,95.51785714285714,501700,2.114928,237.21847741388834
train,NORMAL,NORMAL2-IM-0643-0001.jpeg,JPEG,L,1902,1495,False,1,bc79aa8c5699,95.51785714285714,899911,2.84349,316.48115520012374
train,NORMAL,NORMAL2-IM-0645-0001.jpeg,JPEG,L,1510,1175,False,1,bc79aa8c5699,95.51785714285714,436067,1.77425,245.7753980555164
train,NORMAL,NORMAL2-IM-0647-0001.jpeg,JPEG,L,1682,1619,False,1,bc79aa8c5699,95.51785714285714,627454,2.723158,230.41410009995744
train,NORMAL,NORMAL2-IM-0648-0001.jpeg,JPEG,L,1462,1245,False,1,bc79aa8c5699,95.51785714285714,484485,1.82019,266.1727621841676
train,NORMAL,NORMAL2-IM-0649-0001.jpeg,JPEG,L,1518,1194,False,1,bc79aa8c5699,95.51785714285714,465980,1.812492,257.093548550835
train,NORMAL,NORMAL2-IM-0650-0001.jpeg,JPEG,L,1528,1327,False,1,bc79aa8c5699,95.51785714285714,691124,2.027656,340.8487435738607
train,NORMAL,NORMAL2-IM-0651-0001.jpeg,JPEG,L,1955,1672,False,1,bc79aa8c5699,95.51785714285714,1187656,3.26876,363.33533205252144
train,NORMAL,NORMAL2-IM-0651-0004.jpeg,JPEG,L,1686,1231,False,1,bc79aa8c5699,95.51785714285714,715592,2.075466,344.78618295842955
train,NORMAL,NORMAL2-IM-0652-0001.jpeg,JPEG,L,1422,1125,False,1,bc79aa8c5699,95.51785714285714,422254,1.59975,263.94999218627913
train,NORMAL,NORMAL2-IM-0653-0001.jpeg,JPEG,L,1966,1499,False,1,bc79aa8c5699,95.51785714285714,747088,2.947034,253.50504948365034
train,NORMAL,NORMAL2-IM-0654-0001.jpeg,JPEG,L,1670,1144,False,1,bc79aa8c5699,95.51785714285714,520982,1.91048,272.6969138645785
train,NORMAL,NORMAL2-IM-0655-0001.jpeg,JPEG,L,1802,1407,False,1,bc79aa8c5699,95.51785714285714,675757,2.535414,266.52728114619543
train,NORMAL,NORMAL2-IM-0657-0001.jpeg,JPEG,L,1524,1295,False,1,bc79aa8c5699,95.51785714285714,560646,1.97358,284.07563919374945
train,NORMAL,NORMAL2-IM-0659-0001.jpeg,JPEG,L,1438,1187,False,1,bc79aa8c5699,95.51785714285714,451095,1.706906,264.2764159244856
train,NORMAL,NORMAL2-IM-0660-0001.jpeg,JPEG,L,1264,950,False,1,bc79aa8c5699,95.51785714285714,348538,1.2008,290.2548301132578
train,NORMAL,NORMAL2-IM-0661-0001.jpeg,JPEG,L,2144,2028,False,1,bc79aa8c5699,95.51785714285714,1027568,4.348032,236.32944743736937
train,NORMAL,NORMAL2-IM-0662-0001.jpeg,JPEG,L,1418,1020,False,1,bc79aa8c5699,95.51785714285714,376994,1.44636,260.6501839099533
train,NORMAL,NORMAL2-IM-0663-0001.jpeg,JPEG,L,2090,1932,False,1,bc79aa8c5699,95.51785714285714,1002827,4.03788,248.3548297621524
train,NORMAL,NORMAL2-IM-0664-0001.jpeg,JPEG,L,1878,1647,False,1,bc79aa8c5699,95.51785714285714,1088652,3.093066,351.96533148662206
train,NORMAL,NORMAL2-IM-0665-0001.jpeg,JPEG,L,1186,769,False,1,bc79aa8c5699,95.51785714285714,260009,0.912034,285.0869594773879
train,NORMAL,NORMAL2-IM-0666-0001.jpeg,JPEG,L,1920,1750,False,1,bc79aa8c5699,95.51785714285714,963730,3.36,286.82440476190476
train,NORMAL,NORMAL2-IM-0667-0001.jpeg,JPEG,L,1566,1210,False,1,bc79aa8c5699,95.51785714285714,466876,1.89486,246.39076237822317
train,NORMAL,NORMAL2-IM-0668-0001.jpeg,JPEG,L,1600,1542,False,1,bc79aa8c5699,95.51785714285714,632470,2.4672,256.35132944228275
train,NORMAL,NORMAL2-IM-0669-0001.jpeg,JPEG,L,1692,1735,False,1,bc79aa8c5699,95.51785714285714,739927,2.93562,252.0513554206607
train,NORMAL,NORMAL2-IM-0671-0001.jpeg,JPEG,L,1546,1205,False,1,bc79aa8c5699,95.51785714285714,435104,1.86293,233.55896356814264
train,NORMAL,NORMAL2-IM-0672-0001.jpeg,JPEG,L,1576,1383,False,1,bc79aa8c5699,95.51785714285714,600566,2.179608,275.5385372048552
train,NORMAL,NORMAL2-IM-0673-0001.jpeg,JPEG,L,1616,1318,False,1,bc79aa8c5699,95.51785714285714,568258,2.129888,266.8018224432459
train,NORMAL,NORMAL2-IM-0675-0001.jpeg,JPEG,L,1460,1233,False,1,bc79aa8c5699,95.51785714285714,477789,1.80018,265.4117921541179
train,NORMAL,NORMAL2-IM-0678-0001.jpeg,JPEG,L,1634,1183,False,1,bc79aa8c5699,95.51785714285714,440503,1.933022,227.88307634367325
train,NORMAL,NORMAL2-IM-0680-0001.jpeg,JPEG,L,1592,1344,False,1,bc79aa8c5699,95.51785714285714,489789,2.139648,228.91101713926773
train,NORMAL,NORMAL2-IM-0682-0001.jpeg,JPEG,L,1778,1492,False,1,bc79aa8c5699,95.51785714285714,704127,2.652776,265.43025117838823
train,NORMAL,NORMAL2-IM-0683-0001.jpeg,JPEG,L,1538,1222,False,1,bc79aa8c5699,95.51785714285714,450107,1.879436,239.49046416052477
train,NORMAL,NORMAL2-IM-0684-0001-0001.jpeg,JPEG,L,1857,1815,False,1,bc79aa8c5699,95.51785714285714,1178390,3.370455,349.62341879657197
train,NORMAL,NORMAL2-IM-0686-0001.jpeg,JPEG,L,1512,1325,False,1,bc79aa8c5699,95.51785714285714,489126,2.0034,244.1479484875711
train,NORMAL,NORMAL2-IM-0687-0001.jpeg,JPEG,L,1504,1244,False,1,bc79aa8c5699,95.51785714285714,507131,1.870976,271.0515794964767
train,NORMAL,NORMAL2-IM-0689-0001.jpeg,JPEG,L,1244,1097,False,1,bc79aa8c5699,95.51785714285714,385063,1.364668,282.16606529939884
train,NORMAL,NORMAL2-IM-0690-0001.jpeg,JPEG,L,1198,897,False,1,bc79aa8c5699,95.51785714285714,280281,1.074606,260.82210596255743
train,NORMAL,NORMAL2-IM-0692-0001.jpeg,JPEG,L,1724,1534,False,1,bc79aa8c5699,95.51785714285714,612949,2.644616,231.77240098373449
train,NORMAL,NORMAL2-IM-0693-0001.jpeg,JPEG,L,2020,1700,False,1,bc79aa8c5699,95.51785714285714,1084523,3.434,315.81916132789746
train,NORMAL,NORMAL2-IM-0694-0001.jpeg,JPEG,L,2018,1881,False,1,bc79aa8c5699,95.51785714285714,952116,3.795858,250.83024707457443
train,NORMAL,NORMAL2-IM-0695-0001.jpeg,JPEG,L,1500,1294,False,1,bc79aa8c5699,95.51785714285714,531268,1.941,273.70839773312724
train,NORMAL,NORMAL2-IM-0696-0001.jpeg,JPEG,L,1802,1422,False,1,bc79aa8c5699,95.51785714285714,618241,2.562444,241.27005312116086
train,NORMAL,NORMAL2-IM-0698-0001.jpeg,JPEG,L,1554,1245,False,1,bc79aa8c5699,95.51785714285714,519714,1.93473,268.62352886449276
train,NORMAL,NORMAL2-IM-0699-0001.jpeg,JPEG,L,1920,1920,False,1,bc79aa8c5699,95.51785714285714,873832,3.6864,237.04210069444446
train,NORMAL,NORMAL2-IM-0700-0001.jpeg,JPEG,L,1874,1774,False,1,bc79aa8c5699,95.51785714285714,808216,3.324476,243.11079400182163
train,NORMAL,NORMAL2-IM-0702-0001.jpeg,JPEG,L,2514,2264,False,1,bc79aa8c5699,95.51785714285714,1383158,5.691696,243.01333029733138
train,NORMAL,NORMAL2-IM-0705-0001.jpeg,JPEG,L,1960,1648,False,1,8150a566ea61,89.18831168831169,868510,3.23008,268.8818852783832
train,NORMAL,NORMAL2-IM-0707-0001.jpeg,JPEG,L,1384,1208,False,1,8150a566ea61,89.18831168831169,147022,1.671872,87.93855031964169
train,NORMAL,NORMAL2-IM-0718-0001.jpeg,JPEG,L,1248,1136,False,1,84d411bec87f,91.82745825602969,402706,1.417728,284.0502550559769
train,NORMAL,NORMAL2-IM-0719-0001.jpeg,JPEG,L,1616,1408,False,1,8150a566ea61,89.18831168831169,250528,2.275328,110.10632313231322
train,NORMAL,NORMAL2-IM-0723-0001.jpeg,JPEG,L,1168,960,False,1,84d411bec87f,91.82745825602969,265501,1.12128,236.78385416666663
train,NORMAL,NORMAL2-IM-0725-0001.jpeg,JPEG,L,1088,824,False,1,84d411bec87f,91.82745825602969,152208,0.896512,169.77798400913764
train,NORMAL,NORMAL2-IM-0727-0001.jpeg,JPEG,L,1672,1432,False,1,8150a566ea61,89.18831168831169,270765,2.394304,113.08714348720964
train,NORMAL,NORMAL2-IM-0730-0001.jpeg,JPEG,L,1672,1328,False,1,8150a566ea61,89.18831168831169,239758,2.220416,107.97886522165216
train,NORMAL,NORMAL2-IM-0736-0001.jpeg,JPEG,L,1432,1184,False,1,8150a566ea61,89.18831168831169,209011,1.695488,123.27483296844329
train,NORMAL,NORMAL2-IM-0741-0001.jpeg,JPEG,L,1240,1064,False,1,84d411bec87f,91.82745825602969,273848,1.31936,207.56124181421293
train,NORMAL,NORMAL2-IM-0744-0001.jpeg,JPEG,L,1416,1296,False,1,8150a566ea61,89.18831168831169,176919,1.835136,96.40647886587152
train,NORMAL,NORMAL2-IM-0746-0001.jpeg,JPEG,L,1456,1272,False,1,8150a566ea61,89.18831168831169,199737,1.852032,107.84748859630935
train,NORMAL,NORMAL2-IM-0749-0001.jpeg,JPEG,L,1412,1066,False,1,bc79aa8c5699,95.51785714285714,408295,1.505192,271.25775316371596
train,NORMAL,NORMAL2-IM-0753-0001.jpeg,JPEG,L,1088,968,False,1,84d411bec87f,91.82745825602969,191655,1.053184,181.97674860233352
train,NORMAL,NORMAL2-IM-0757-0001.jpeg,JPEG,L,1160,904,False,1,84d411bec87f,91.82745825602969,180843,1.04864,172.45479859627707
train,NORMAL,NORMAL2-IM-0765-0001.jpeg,JPEG,L,1264,984,False,1,84d411bec87f,91.82745825602969,283659,1.243776,228.0627701451065
train,NORMAL,NORMAL2-IM-0771-0001.jpeg,JPEG,L,1336,1128,False,1,8150a566ea61,89.18831168831169,152375,1.507008,101.11094300760182
train,NORMAL,NORMAL2-IM-0772-0001.jpeg,JPEG,L,1376,1048,False,1,8150a566ea61,89.18831168831169,175559,1.442048,121.74282686845375
train,NORMAL,NORMAL2-IM-0774-0001.jpeg,JPEG,L,2510,2543,False,1,bc79aa8c5699,95.51785714285714,2237242,6.38293,350.5039221799393
train,NORMAL,NORMAL2-IM-0775-0001.jpeg,JPEG,L,1310,1136,False,1,bc79aa8c5699,95.51785714285714,410475,1.48816,275.8271960004301
train,NORMAL,NORMAL2-IM-0776-0001.jpeg,JPEG,L,1744,1769,False,1,bc79aa8c5699,95.51785714285714,668788,3.085136,216.77747755690513
train,NORMAL,NORMAL2-IM-0777-0001.jpeg,JPEG,L,1522,1407,False,1,bc79aa8c5699,95.51785714285714,533023,2.141454,248.9070510036639
train,NORMAL,NORMAL2-IM-0780-0001.jpeg,JPEG,L,1709,1787,False,1,bc79aa8c5699,95.51785714285714,1038338,3.053983,339.9946889029834
train,NORMAL,NORMAL2-IM-0781-0001.jpeg,JPEG,L,2276,2221,False,1,bc79aa8c5699,95.51785714285714,1177444,5.054996,232.92679163346517
train,NORMAL,NORMAL2-IM-0790-0001.jpeg,JPEG,L,1624,1280,False,1,8150a566ea61,89.18831168831169,223880,2.07872,107.70089285714285
train,NORMAL,NORMAL2-IM-0793-0001.jpeg,JPEG,L,2179,1604,False,1,bc79aa8c5699,95.51785714285714,511714,3.495116,146.40830232816307
train,NORMAL,NORMAL2-IM-0796-0001.jpeg,JPEG,L,1554,1136,False,1,bc79aa8c5699,95.51785714285714,469226,1.765344,265.7986205521417
train,NORMAL,NORMAL2-IM-0797-0001.jpeg,JPEG,L,1612,1515,False,1,bc79aa8c5699,95.51785714285714,593963,2.44218,243.21016468892546
train,NORMAL,NORMAL2-IM-0798-0001.jpeg,JPEG,L,1450,1051,False,1,bc79aa8c5699,95.51785714285714,360528,1.52395,236.57469077069462
train,NORMAL,NORMAL2-IM-0799-0001.jpeg,JPEG,L,1856,1333,False,1,bc79aa8c5699,95.51785714285714,661466,2.474048,267.36182968155833
train,NORMAL,NORMAL2-IM-0803-0001.jpeg,JPEG,L,1740,1279,False,1,bc79aa8c5699,95.51785714285714,496456,2.22546,223.08017218912045
train,NORMAL,NORMAL2-IM-0804-0001.jpeg,JPEG,L,1646,1391,False,1,bc79aa8c5699,95.51785714285714,545701,2.289586,238.34046853885377
train,NORMAL,NORMAL2-IM-0806-0001.jpeg,JPEG,L,1508,1337,False,1,bc79aa8c5699,95.51785714285714,492479,2.016196,244.2614706109922
train,NORMAL,NORMAL2-IM-0807-0001.jpeg,JPEG,L,1496,1337,False,1,bc79aa8c5699,95.51785714285714,485572,2.000152,242.76754966622536
train,NORMAL,NORMAL2-IM-0808-0001.jpeg,JPEG,L,1932,1908,False,1,bc79aa8c5699,95.51785714285714,859520,3.686256,233.1688303796589
train,NORMAL,NORMAL2-IM-0809-0001.jpeg,JPEG,L,1322,978,False,1,bc79aa8c5699,95.51785714285714,362899,1.292916,280.68258108028675
train,NORMAL,NORMAL2-IM-0810-0001.jpeg,JPEG,L,1638,1279,False,1,bc79aa8c5699,95.51785714285714,653800,2.095002,312.0760743903824
train,NORMAL,NORMAL2-IM-0811-0001.jpeg,JPEG,L,1678,1368,False,1,bc79aa8c5699,95.51785714285714,589836,2.295504,256.95272149384186
train,NORMAL,NORMAL2-IM-0812-0001.jpeg,JPEG,L,1754,1341,False,1,bc79aa8c5699,95.51785714285714,614204,2.352114,261.128499724078
train,NORMAL,NORMAL2-IM-0814-0001.jpeg,JPEG,L,1736,1399,False,1,bc79aa8c5699,95.51785714285714,603803,2.428664,248.61528807607806
train,NORMAL,NORMAL2-IM-0815-0001.jpeg,JPEG,L,1554,1067,False,1,bc79aa8c5699,95.51785714285714,389667,1.658118,235.00559067569375
train,NORMAL,NORMAL2-IM-0816-0001.jpeg,JPEG,L,1642,1422,False,1,bc79aa8c5699,95.51785714285714,605322,2.334924,259.24698191461476
